"data","data2","Nh_real_1","Nh_basic_sum_1","Nh_basic_mean_1","Nh_PIMLE_1","Nh_MLE_1","Nh_MLE_mod_1","Nh_MoS_1","Nh_GNSUM_1","Nh_TEO_1","Nh_Zheng_1","Nh_Direct_1","Nh_real_2","Nh_basic_sum_2","Nh_basic_mean_2","Nh_PIMLE_2","Nh_MLE_2","Nh_MLE_mod_2","Nh_MoS_2","Nh_GNSUM_2","Nh_TEO_2","Nh_Zheng_2","Nh_Direct_2","Nh_real_3","Nh_basic_sum_3","Nh_basic_mean_3","Nh_PIMLE_3","Nh_MLE_3","Nh_MLE_mod_3","Nh_MoS_3","Nh_GNSUM_3","Nh_TEO_3","Nh_Zheng_3","Nh_Direct_3","Nh_real_4","Nh_basic_sum_4","Nh_basic_mean_4","Nh_PIMLE_4","Nh_MLE_4","Nh_MLE_mod_4","Nh_MoS_4","Nh_GNSUM_4","Nh_TEO_4","Nh_Zheng_4","Nh_Direct_4","Nh_real_5","Nh_basic_sum_5","Nh_basic_mean_5","Nh_PIMLE_5","Nh_MLE_5","Nh_MLE_mod_5","Nh_MoS_5","Nh_GNSUM_5","Nh_TEO_5","Nh_Zheng_5","Nh_Direct_5","Nh_real_6","Nh_basic_sum_6","Nh_basic_mean_6","Nh_PIMLE_6","Nh_MLE_6","Nh_MLE_mod_6","Nh_MoS_6","Nh_GNSUM_6","Nh_TEO_6","Nh_Zheng_6","Nh_Direct_6","Nh_real_7","Nh_basic_sum_7","Nh_basic_mean_7","Nh_PIMLE_7","Nh_MLE_7","Nh_MLE_mod_7","Nh_MoS_7","Nh_GNSUM_7","Nh_TEO_7","Nh_Zheng_7","Nh_Direct_7","Nh_real_8","Nh_basic_sum_8","Nh_basic_mean_8","Nh_PIMLE_8","Nh_MLE_8","Nh_MLE_mod_8","Nh_MoS_8","Nh_GNSUM_8","Nh_TEO_8","Nh_Zheng_8","Nh_Direct_8","Nh_real_9","Nh_basic_sum_9","Nh_basic_mean_9","Nh_PIMLE_9","Nh_MLE_9","Nh_MLE_mod_9","Nh_MoS_9","Nh_GNSUM_9","Nh_TEO_9","Nh_Zheng_9","Nh_Direct_9","Nh_real_10","Nh_basic_sum_10","Nh_basic_mean_10","Nh_PIMLE_10","Nh_MLE_10","Nh_MLE_mod_10","Nh_MoS_10","Nh_GNSUM_10","Nh_TEO_10","Nh_Zheng_10","Nh_Direct_10","Nh_real_11","Nh_basic_sum_11","Nh_basic_mean_11","Nh_PIMLE_11","Nh_MLE_11","Nh_MLE_mod_11","Nh_MoS_11","Nh_GNSUM_11","Nh_TEO_11","Nh_Zheng_11","Nh_Direct_11","Nh_real_12","Nh_basic_sum_12","Nh_basic_mean_12","Nh_PIMLE_12","Nh_MLE_12","Nh_MLE_mod_12","Nh_MoS_12","Nh_GNSUM_12","Nh_TEO_12","Nh_Zheng_12","Nh_Direct_12","Nh_real_13","Nh_basic_sum_13","Nh_basic_mean_13","Nh_PIMLE_13","Nh_MLE_13","Nh_MLE_mod_13","Nh_MoS_13","Nh_GNSUM_13","Nh_TEO_13","Nh_Zheng_13","Nh_Direct_13","Nh_real_14","Nh_basic_sum_14","Nh_basic_mean_14","Nh_PIMLE_14","Nh_MLE_14","Nh_MLE_mod_14","Nh_MoS_14","Nh_GNSUM_14","Nh_TEO_14","Nh_Zheng_14","Nh_Direct_14","Nh_real_15","Nh_basic_sum_15","Nh_basic_mean_15","Nh_PIMLE_15","Nh_MLE_15","Nh_MLE_mod_15","Nh_MoS_15","Nh_GNSUM_15","Nh_TEO_15","Nh_Zheng_15","Nh_Direct_15"
10,10,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,797.993174759259,910.146602973775,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,807.101341588634,434.169232954064,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,816.555419496346,715.871703999174,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,790.460955016654,643.244404551011,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,803.346461480375,1018.79823724265,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,815.139408034913,521.80364775464,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,813.234684527703,396.154050442598,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,812.698831553967,673.918266725349,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,800.156181038844,590.075243838442,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,805.07520455728,513.042751783816,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,804.145667750864,755.548017119534,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,798.637911979486,681.566935277805,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,803.347561281799,774.215377058072,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,797.690370827945,558.311822143674,2000,1000,793.804453049371,781.596352026276,794.483014691618,796.116504854369,795.748613678373,787.251120586938,822.349570200573,800.197791068855,849.544818753065,2000
1120,120,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1008.80872246299,1000.97025613254,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1006.92370294157,1000.03596116193,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1007.9677486148,999.350186354522,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1022.37081457979,998.805705349958,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1009.9172972919,1001.84498630659,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1006.15388564487,1000.13028139439,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1008.00321707137,1000.90719028952,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1007.69210517004,1001.79873755558,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1008.08708973457,1001.02878728161,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1007.46017824715,998.697829945149,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1005.43475383575,1000.37642089971,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1007.56910530478,1002.94241016635,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1007.99949258716,1002.64513745218,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1007.00580980448,1001.7873907326,982.142857142857,1000,1004.82136014045,1007.75792100634,1020.77125416566,1007.45458955081,1007.49231323043,1021.14689190392,1010.30465949821,1008.05828077015,1003.94337987441,982.142857142857
2230,230,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,996.500804765338,994.493136954903,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,996.529941407288,995.689192669965,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,997.290855559253,990.235354694766,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,996.171241031598,996.957277828004,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,997.122733218842,998.644669148483,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,997.706265966067,995.364731597324,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,996.953819505386,995.260483759147,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,997.247726529658,992.70107772031,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,997.261062633724,994.04485195578,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,996.348339344385,996.264654489746,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,996.86459772952,992.353170654271,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,997.025900433663,999.130843647236,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,996.600565108625,993.735656614004,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,997.651720955519,998.214411138962,1000,1000,995.710234411458,995.252077489044,1003.10058490418,996.880936489192,998.192932128279,1002.31619947765,992.539679055898,996.575351806742,996.886771229327,1000
3340,340,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1001.11626526487,1001.84355893761,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1001.91044637956,1002.0445294872,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1000.97184151767,1002.8598472272,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1000.82229646804,1002.75729809268,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1000.72679901671,1006.30670966062,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1001.48040850955,1000.05359628269,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1001.1704976756,1003.52638552058,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1001.68281715089,1003.67282360028,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1001.02595548498,1003.8152064116,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1007.71056984206,1004.00946383895,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1000.90478547072,1007.23491558989,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1001.94858940217,1002.67214696096,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1001.52889380599,1003.29502401159,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1001.72611207617,1002.31579486761,982.035928143713,1000,999.94912114256,999.797360710713,1005.94211290751,1001.12578869417,1001.35267978453,1005.67672069412,1004.55014022588,1001.29198271443,1002.73625990743,982.035928143713
4450,450,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.647124851,1003.3830814591,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.22890939316,1003.58484770046,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.99562385045,1003.4779435036,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1005.01851143778,1003.60740007052,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.42606850162,1007.85545798079,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.54639546978,1004.12274072427,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.15846958891,1005.51569747112,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.78295671382,997.784498936165,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1005.355237649,1003.6374702607,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.96762673777,1004.089321727,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.27213638215,1005.79256149019,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1011.71038485655,1003.58578192087,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.24845737774,1003.52003424641,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.45018687556,1002.48282496063,1004.49438202247,1000,1004.18739020456,1003.52747074486,1011.89038395408,1004.72973406886,1005.5877591631,1012.72325720553,1006.81815256702,1004.6814768533,1005.16960807489,1004.49438202247
5560,560,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,986.858519334043,991.061551958456,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,987.557716023948,989.667975314166,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,986.858473298846,992.488886076225,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,987.158381785187,991.111128343779,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,986.776602264988,991.795022654261,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,986.910543351439,987.821352716133,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,987.587470605287,992.417863915792,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,986.76544266206,988.758240270523,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,992.249309199609,989.312762969883,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,987.344261728538,990.017351146414,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,987.101180948451,988.457416050227,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,986.705254663107,986.705008325214,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,995.186944121475,988.886458459938,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,987.052430081521,989.625398870232,987.410071942446,1000,987.005418006778,986.789572233966,992.086095248829,986.916147201052,987.619422950566,992.107959989568,986.946035181447,986.883306404516,991.255204422864,987.410071942446
6670,670,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1003.06887782068,1002.24022525457,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1002.84948082284,1003.68512299184,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1003.18919908975,1005.41614244788,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1002.94843290987,1003.74261374586,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1003.48979741804,1001.48049067908,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1003.08172184017,1006.04855527725,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1003.56202052605,1002.01323905992,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1003.31559322596,1003.42384925708,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1003.16395879657,1003.14624748731,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1003.23319426028,1000.79552329281,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1003.72068842029,1004.81343300435,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1002.94744659553,1004.0318554359,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1003.18235123274,1003.96529903511,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1005.41782319218,1004.22154483947,1022.48875562219,1000,1003.59937542894,1003.56466389826,1010.17403792679,1003.31930138443,1003.98552100593,1009.91002519576,1007.20041638861,1003.42659391917,1005.08804957781,1022.48875562219
7780,780,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,998.080076932983,999.352381791598,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,997.606243531685,997.494929253852,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,997.888080475342,995.797710709109,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,997.527619414277,999.703107694299,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,997.820185547846,996.727987126736,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,998.075319308211,997.060484890432,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,998.093443299596,997.786209550925,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,997.982603088344,997.269352624033,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,997.95962831362,997.205879552958,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,998.083286485718,999.31747216149,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,998.377189629663,998.160308613358,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,997.896051845244,1001.00546376817,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,997.602183142699,998.041029532196,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,997.935330695871,998.32363531607,1011.56812339332,1000,998.019282751565,997.961043822135,1004.80631700986,997.908790972734,998.3533500027,1005.03559463406,998.331401336998,997.732927296131,999.549001987897,1011.56812339332
8890,890,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,991.790562447942,993.047884029136,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,992.039814724952,996.925636522999,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,992.171953585976,996.031094874265,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,992.193485196817,994.394466618111,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,992.128797027273,991.732067850135,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,991.871844347836,995.358759852489,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,991.8436912663,991.66981652949,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,992.080950331867,988.76333195848,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,992.319448645527,993.073259019861,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,992.386571193835,992.895974876931,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,992.042779107158,996.268011049718,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,991.909324485747,995.500110719608,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,991.821459661407,993.747838376437,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,992.107454886346,991.800331059976,983.127109111361,1000,992.035865038224,991.440294598416,997.844830402147,992.095960407494,992.691994582772,998.101826422258,993.627044449305,991.815772844223,995.265216999363,983.127109111361
10000,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1002.02497061571,1002.29669840991,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1002.04843817701,1004.00923723772,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1002.24492224863,1002.1756655299,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1002.08645890607,1003.68974223482,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1001.86090665699,1002.95072505888,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1002.45492559714,1001.16136950795,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1002.34429975343,1003.43804561964,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1002.10099820535,1002.70146730983,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1002.22744590632,1003.72881317831,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1001.90597439264,1005.70725143677,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1002.08037823328,1000.28122789733,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1001.92766831543,1004.98722244285,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1001.06915545391,1003.64213762102,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1001.79940591351,1001.13510424688,1000,1000,1001.79,1001.32119863336,1008.25321525271,1001.98753468541,1002.54945508245,1008.62363727138,1003.58211091234,1001.59772955195,999.379703742034,1000
